,Source,Target,weight,start,end
426,South America,South America,0.12252430311692876,1973-01-01,1973-12-31
427,South America,Africa,0.013021763318729233,1973-01-01,1973-12-31
428,South America,Asia,0.13237442840114177,1973-01-01,1973-12-31
429,South America,Oceania,0.00817917222172742,1973-01-01,1973-12-31
430,South America,Europe,0.37278788043994293,1973-01-01,1973-12-31
431,South America,North America,0.3511124525015299,1973-01-01,1973-12-31
432,Africa,Africa,0.04113872329902027,1974-01-01,1974-12-31
433,Africa,Asia,0.2019941101565617,1974-01-01,1974-12-31
434,Africa,Oceania,0.012223043143176519,1974-01-01,1974-12-31
435,Africa,Europe,0.610939035780849,1974-01-01,1974-12-31
436,Africa,North America,0.11420040096820622,1974-01-01,1974-12-31
437,Africa,South America,0.019504686652186323,1974-01-01,1974-12-31
438,Asia,Asia,0.4225089791857545,1974-01-01,1974-12-31
439,Asia,Africa,0.02744343673767497,1974-01-01,1974-12-31
440,Asia,Oceania,0.054301131008048675,1974-01-01,1974-12-31
441,Asia,Europe,0.2441112166668554,1974-01-01,1974-12-31
442,Asia,North America,0.23130616572804827,1974-01-01,1974-12-31
443,Asia,South America,0.020329070673618183,1974-01-01,1974-12-31
444,Oceania,Oceania,0.11114392242619105,1974-01-01,1974-12-31
445,Oceania,Africa,0.010448056623709574,1974-01-01,1974-12-31
446,Oceania,Asia,0.315163670416514,1974-01-01,1974-12-31
447,Oceania,Europe,0.34072801971627575,1974-01-01,1974-12-31
448,Oceania,North America,0.21720755989120363,1974-01-01,1974-12-31
449,Oceania,South America,0.005308770926106008,1974-01-01,1974-12-31
450,Europe,Europe,0.684378582636487,1974-01-01,1974-12-31
451,Europe,Africa,0.05900805460820612,1974-01-01,1974-12-31
452,Europe,Asia,0.11682011951410196,1974-01-01,1974-12-31
453,Europe,Oceania,0.010478262466348845,1974-01-01,1974-12-31
454,Europe,North America,0.10319819796181895,1974-01-01,1974-12-31
455,Europe,South America,0.02611678281303715,1974-01-01,1974-12-31
456,North America,North America,0.42098204978064657,1974-01-01,1974-12-31
457,North America,Africa,0.0352676702142773,1974-01-01,1974-12-31
458,North America,Asia,0.23341539571034983,1974-01-01,1974-12-31
459,North America,Oceania,0.014484031859826475,1974-01-01,1974-12-31
460,North America,Europe,0.2389934171945267,1974-01-01,1974-12-31
461,North America,South America,0.056857435240373094,1974-01-01,1974-12-31
462,South America,South America,0.12066018822726221,1974-01-01,1974-12-31
463,South America,Africa,0.026187786312793095,1974-01-01,1974-12-31
464,South America,Asia,0.1755966894614254,1974-01-01,1974-12-31
465,South America,Oceania,0.007978402553766544,1974-01-01,1974-12-31
466,South America,Europe,0.332222941661046,1974-01-01,1974-12-31
467,South America,North America,0.3373539917837068,1974-01-01,1974-12-31
468,Africa,Africa,0.03090051306757884,1975-01-01,1975-12-31
469,Africa,Asia,0.1855580422707473,1975-01-01,1975-12-31
470,Africa,Oceania,0.010614124958772005,1975-01-01,1975-12-31
471,Africa,Europe,0.6354667378947353,1975-01-01,1975-12-31
472,Africa,North America,0.12157294985058083,1975-01-01,1975-12-31
473,Africa,South America,0.01588763195758568,1975-01-01,1975-12-31
474,Asia,Asia,0.4035055940519095,1975-01-01,1975-12-31
475,Asia,Africa,0.021813196976951495,1975-01-01,1975-12-31
476,Asia,Oceania,0.051122747597450176,1975-01-01,1975-12-31
477,Asia,Europe,0.27745050851149333,1975-01-01,1975-12-31
478,Asia,North America,0.22823575759397535,1975-01-01,1975-12-31
479,Asia,South America,0.017872195268220155,1975-01-01,1975-12-31
480,Oceania,Oceania,0.11544077446571818,1975-01-01,1975-12-31
481,Oceania,Africa,0.00947363789425244,1975-01-01,1975-12-31
482,Oceania,Asia,0.30285555344786413,1975-01-01,1975-12-31
483,Oceania,Europe,0.3540711105973583,1975-01-01,1975-12-31
484,Oceania,North America,0.21448920798079962,1975-01-01,1975-12-31
485,Oceania,South America,0.003669715614007306,1975-01-01,1975-12-31
486,Europe,Europe,0.6915718170732298,1975-01-01,1975-12-31
487,Europe,Africa,0.04918892111666248,1975-01-01,1975-12-31
488,Europe,Asia,0.11120155218198978,1975-01-01,1975-12-31
489,Europe,Oceania,0.010673737793485051,1975-01-01,1975-12-31
490,Europe,North America,0.11288704470438043,1975-01-01,1975-12-31
491,Europe,South America,0.024476927130252412,1975-01-01,1975-12-31
492,North America,North America,0.4410397642189452,1975-01-01,1975-12-31
493,North America,Africa,0.04327574789834207,1975-01-01,1975-12-31
494,North America,Asia,0.22417363226799222,1975-01-01,1975-12-31
495,North America,Oceania,0.01391779215330639,1975-01-01,1975-12-31
496,North America,Europe,0.22722331060020115,1975-01-01,1975-12-31
497,North America,South America,0.050369752861212945,1975-01-01,1975-12-31
498,South America,South America,0.11383435663328392,1975-01-01,1975-12-31
499,South America,Africa,0.019261288285104577,1975-01-01,1975-12-31
500,South America,Asia,0.15004488439367175,1975-01-01,1975-12-31
501,South America,Oceania,0.007812560713885563,1975-01-01,1975-12-31
502,South America,Europe,0.35071168247988,1975-01-01,1975-12-31
503,South America,North America,0.3583352274941742,1975-01-01,1975-12-31
504,Africa,Africa,0.02035573854660599,1976-01-01,1976-12-31
505,Africa,Asia,0.1966862177540181,1976-01-01,1976-12-31
506,Africa,Oceania,0.0075843895320632185,1976-01-01,1976-12-31
507,Africa,Europe,0.6426026690504283,1976-01-01,1976-12-31
508,Africa,North America,0.12491316964331893,1976-01-01,1976-12-31
509,Africa,South America,0.007857815473565472,1976-01-01,1976-12-31
510,Asia,Asia,0.47367403227847765,1976-01-01,1976-12-31
511,Asia,Africa,0.01607966384996014,1976-01-01,1976-12-31
512,Asia,Oceania,0.04951364117997798,1976-01-01,1976-12-31
513,Asia,Europe,0.23686985836948185,1976-01-01,1976-12-31
514,Asia,North America,0.2127149182247932,1976-01-01,1976-12-31
515,Asia,South America,0.011147886097309179,1976-01-01,1976-12-31
516,Oceania,Oceania,0.09484877736147997,1976-01-01,1976-12-31
517,Oceania,Africa,0.0009429728186469737,1976-01-01,1976-12-31
518,Oceania,Asia,0.34814730266688315,1976-01-01,1976-12-31
519,Oceania,Europe,0.3150263490040689,1976-01-01,1976-12-31
520,Oceania,North America,0.24100911567434363,1976-01-01,1976-12-31
521,Oceania,South America,2.548247457738941e-05,1976-01-01,1976-12-31
522,Europe,Europe,0.6833192798866823,1976-01-01,1976-12-31
523,Europe,Africa,0.045564801450687496,1976-01-01,1976-12-31
524,Europe,Asia,0.13363096041946596,1976-01-01,1976-12-31
525,Europe,Oceania,0.010069147139027292,1976-01-01,1976-12-31
526,Europe,North America,0.10632280336267322,1976-01-01,1976-12-31
527,Europe,South America,0.021093007741463717,1976-01-01,1976-12-31
528,North America,North America,0.42694623086937555,1976-01-01,1976-12-31
529,North America,Africa,0.056438176103546976,1976-01-01,1976-12-31
530,North America,Asia,0.2708871720625076,1976-01-01,1976-12-31
531,North America,Oceania,0.011184357188764819,1976-01-01,1976-12-31
532,North America,Europe,0.1944651099294128,1976-01-01,1976-12-31
533,North America,South America,0.0400789538463922,1976-01-01,1976-12-31
534,South America,South America,0.10848236672905553,1976-01-01,1976-12-31
535,South America,Africa,0.010771633750836633,1976-01-01,1976-12-31
536,South America,Asia,0.1927961994699465,1976-01-01,1976-12-31
537,South America,Oceania,0.0014810409743967244,1976-01-01,1976-12-31
538,South America,Europe,0.30581285346715315,1976-01-01,1976-12-31
539,South America,North America,0.38065590560861146,1976-01-01,1976-12-31
540,Africa,Africa,0.027397918190265366,1977-01-01,1977-12-31
541,Africa,Asia,0.1852434170234817,1977-01-01,1977-12-31
542,Africa,Oceania,0.005948910001314422,1977-01-01,1977-12-31
543,Africa,Europe,0.6595576710456018,1977-01-01,1977-12-31
544,Africa,North America,0.1098188035836198,1977-01-01,1977-12-31
545,Africa,South America,0.012033280155716936,1977-01-01,1977-12-31
546,Asia,Asia,0.48514287260331707,1977-01-01,1977-12-31
547,Asia,Africa,0.01674151112792359,1977-01-01,1977-12-31
548,Asia,Oceania,0.043835070061492835,1977-01-01,1977-12-31
549,Asia,Europe,0.24977973211708016,1977-01-01,1977-12-31
550,Asia,North America,0.1904712873896413,1977-01-01,1977-12-31
551,Asia,South America,0.014029526700545062,1977-01-01,1977-12-31
552,Oceania,Oceania,0.10230886945235376,1977-01-01,1977-12-31
553,Oceania,Africa,0.001678801659845479,1977-01-01,1977-12-31
554,Oceania,Asia,0.3425460886935023,1977-01-01,1977-12-31
555,Oceania,Europe,0.32288742367184053,1977-01-01,1977-12-31
556,Oceania,North America,0.23030618181318874,1977-01-01,1977-12-31
557,Oceania,South America,0.0002726347092692062,1977-01-01,1977-12-31
558,Europe,Europe,0.6853693819574402,1977-01-01,1977-12-31
559,Europe,Africa,0.04803626086264607,1977-01-01,1977-12-31
560,Europe,Asia,0.1372253646471544,1977-01-01,1977-12-31
561,Europe,Oceania,0.00896615464250359,1977-01-01,1977-12-31
562,Europe,North America,0.09674624193629433,1977-01-01,1977-12-31
563,Europe,South America,0.023656595953961315,1977-01-01,1977-12-31
564,North America,North America,0.3996005887828312,1977-01-01,1977-12-31
565,North America,Africa,0.06312330735672395,1977-01-01,1977-12-31
566,North America,Asia,0.28714544990528634,1977-01-01,1977-12-31
567,North America,Oceania,0.009872947353918374,1977-01-01,1977-12-31
568,North America,Europe,0.1981655142996935,1977-01-01,1977-12-31
569,North America,South America,0.04209219230154661,1977-01-01,1977-12-31
570,South America,South America,0.12758055982487468,1977-01-01,1977-12-31
571,South America,Africa,0.019070747482358808,1977-01-01,1977-12-31
572,South America,Asia,0.18755777496282128,1977-01-01,1977-12-31
573,South America,Oceania,0.000771308952811669,1977-01-01,1977-12-31
574,South America,Europe,0.3237827515816609,1977-01-01,1977-12-31
575,South America,North America,0.3412368571954727,1977-01-01,1977-12-31
576,Africa,Africa,0.022803800618515613,1978-01-01,1978-12-31
577,Africa,Asia,0.171261955177495,1978-01-01,1978-12-31
578,Africa,Oceania,0.00487718894855082,1978-01-01,1978-12-31
579,Africa,Europe,0.6893671576390533,1978-01-01,1978-12-31
580,Africa,North America,0.10033140384246776,1978-01-01,1978-12-31
581,Africa,South America,0.011358493773917433,1978-01-01,1978-12-31
582,Asia,Asia,0.4774020023301497,1978-01-01,1978-12-31
583,Asia,Africa,0.014757728191992378,1978-01-01,1978-12-31
584,Asia,Oceania,0.03932982278358974,1978-01-01,1978-12-31
585,Asia,Europe,0.2731224231366671,1978-01-01,1978-12-31
586,Asia,North America,0.1833199876875974,1978-01-01,1978-12-31
587,Asia,South America,0.012068035870003688,1978-01-01,1978-12-31
588,Oceania,Oceania,0.09875657282797078,1978-01-01,1978-12-31
589,Oceania,Africa,0.0009988156432824355,1978-01-01,1978-12-31
590,Oceania,Asia,0.34714066108783054,1978-01-01,1978-12-31
591,Oceania,Europe,0.3296860021200135,1978-01-01,1978-12-31
592,Oceania,North America,0.22274578987050042,1978-01-01,1978-12-31
593,Oceania,South America,0.0006721584504023375,1978-01-01,1978-12-31
594,Europe,Europe,0.6809696504232305,1978-01-01,1978-12-31
595,Europe,Africa,0.052887203733232385,1978-01-01,1978-12-31
596,Europe,Asia,0.1422161733862646,1978-01-01,1978-12-31
597,Europe,Oceania,0.007948882290352628,1978-01-01,1978-12-31
598,Europe,North America,0.0931424294435202,1978-01-01,1978-12-31
599,Europe,South America,0.022835660723399643,1978-01-01,1978-12-31
600,North America,North America,0.3653310956708367,1978-01-01,1978-12-31
601,North America,Africa,0.07320532890071667,1978-01-01,1978-12-31
602,North America,Asia,0.29445002047708846,1978-01-01,1978-12-31
603,North America,Oceania,0.011540448393928435,1978-01-01,1978-12-31
604,North America,Europe,0.2091072705721527,1978-01-01,1978-12-31
605,North America,South America,0.04636583598527699,1978-01-01,1978-12-31
606,South America,South America,0.12981778460871837,1978-01-01,1978-12-31
607,South America,Africa,0.01680979740739873,1978-01-01,1978-12-31
608,South America,Asia,0.18050642932706584,1978-01-01,1978-12-31
609,South America,Oceania,0.0009275113554756695,1978-01-01,1978-12-31
610,South America,Europe,0.3272978823246889,1978-01-01,1978-12-31
611,South America,North America,0.34464059497665245,1978-01-01,1978-12-31
612,Africa,Africa,0.025247373322716416,1979-01-01,1979-12-31
613,Africa,Asia,0.15904467062450567,1979-01-01,1979-12-31
614,Africa,Oceania,0.008265909497440917,1979-01-01,1979-12-31
615,Africa,Europe,0.6938014289576983,1979-01-01,1979-12-31
616,Africa,North America,0.10297648343579222,1979-01-01,1979-12-31
617,Africa,South America,0.010664134161846502,1979-01-01,1979-12-31
618,Asia,Asia,0.49441112881591187,1979-01-01,1979-12-31
619,Asia,Africa,0.01594994629999483,1979-01-01,1979-12-31
620,Asia,Oceania,0.042392210586455016,1979-01-01,1979-12-31
621,Asia,Europe,0.24549912882453717,1979-01-01,1979-12-31
622,Asia,North America,0.18647530649878893,1979-01-01,1979-12-31
623,Asia,South America,0.015272278974312159,1979-01-01,1979-12-31
624,Oceania,Oceania,0.11633561943073512,1979-01-01,1979-12-31
625,Oceania,Africa,0.008811557797811054,1979-01-01,1979-12-31
626,Oceania,Asia,0.334376456895712,1979-01-01,1979-12-31
627,Oceania,Europe,0.30592939803102903,1979-01-01,1979-12-31
628,Oceania,North America,0.22961013166155406,1979-01-01,1979-12-31
629,Oceania,South America,0.004936836183158756,1979-01-01,1979-12-31
630,Europe,Europe,0.6760174820527665,1979-01-01,1979-12-31
631,Europe,Africa,0.05720115090005543,1979-01-01,1979-12-31
632,Europe,Asia,0.13986839120745487,1979-01-01,1979-12-31
633,Europe,Oceania,0.008782909625467078,1979-01-01,1979-12-31
634,Europe,North America,0.09557571309881446,1979-01-01,1979-12-31
635,Europe,South America,0.02255435311544172,1979-01-01,1979-12-31
636,North America,North America,0.36375214192960154,1979-01-01,1979-12-31
637,North America,Africa,0.09134118129148863,1979-01-01,1979-12-31
638,North America,Asia,0.27987102164507793,1979-01-01,1979-12-31
639,North America,Oceania,0.012950449958824974,1979-01-01,1979-12-31
640,North America,Europe,0.20284104796358493,1979-01-01,1979-12-31
641,North America,South America,0.04924415721142201,1979-01-01,1979-12-31
642,South America,South America,0.1502375053372891,1979-01-01,1979-12-31
643,South America,Africa,0.019964706883292865,1979-01-01,1979-12-31
644,South America,Asia,0.18433038742752214,1979-01-01,1979-12-31
645,South America,Oceania,0.0035221680257964544,1979-01-01,1979-12-31
646,South America,Europe,0.3160497857898674,1979-01-01,1979-12-31
647,South America,North America,0.32589544653623204,1979-01-01,1979-12-31
648,Africa,Africa,0.026283119806769104,1980-01-01,1980-12-31
649,Africa,Asia,0.17306485455497295,1980-01-01,1980-12-31
650,Africa,Oceania,0.00907194355309124,1980-01-01,1980-12-31
651,Africa,Europe,0.6551146349234837,1980-01-01,1980-12-31
652,Africa,North America,0.11788284270909125,1980-01-01,1980-12-31
653,Africa,South America,0.018582604452591824,1980-01-01,1980-12-31
654,Asia,Asia,0.5303783413344206,1980-01-01,1980-12-31
655,Asia,Africa,0.018213486613539328,1980-01-01,1980-12-31
656,Asia,Oceania,0.037682060630781625,1980-01-01,1980-12-31
657,Asia,Europe,0.21287974687218622,1980-01-01,1980-12-31
658,Asia,North America,0.1847260978758063,1980-01-01,1980-12-31
659,Asia,South America,0.016120266673265923,1980-01-01,1980-12-31
660,Oceania,Oceania,0.11573174627744875,1980-01-01,1980-12-31
661,Oceania,Africa,0.008538973925484219,1980-01-01,1980-12-31
662,Oceania,Asia,0.3722037579432357,1980-01-01,1980-12-31
663,Oceania,Europe,0.2669270337911681,1980-01-01,1980-12-31
664,Oceania,North America,0.23063431521570624,1980-01-01,1980-12-31
665,Oceania,South America,0.0059641728469570325,1980-01-01,1980-12-31
666,Europe,Europe,0.6475657040285316,1980-01-01,1980-12-31
667,Europe,Africa,0.06232166490868638,1980-01-01,1980-12-31
668,Europe,Asia,0.15713114261777514,1980-01-01,1980-12-31
669,Europe,Oceania,0.008131598296977472,1980-01-01,1980-12-31
670,Europe,North America,0.10136180169000572,1980-01-01,1980-12-31
671,Europe,South America,0.023488088458023654,1980-01-01,1980-12-31
672,North America,North America,0.3637069068135622,1980-01-01,1980-12-31
673,North America,Africa,0.10069125352844689,1980-01-01,1980-12-31
674,North America,Asia,0.2878802575765641,1980-01-01,1980-12-31
675,North America,Oceania,0.012292125222297593,1980-01-01,1980-12-31
676,North America,Europe,0.1887728282391897,1980-01-01,1980-12-31
677,North America,South America,0.04665662861993948,1980-01-01,1980-12-31
678,South America,South America,0.1436128426318549,1980-01-01,1980-12-31
679,South America,Africa,0.025512651854697973,1980-01-01,1980-12-31
680,South America,Asia,0.2001693466800877,1980-01-01,1980-12-31
681,South America,Oceania,0.0034079935580624532,1980-01-01,1980-12-31
682,South America,Europe,0.2724403188684716,1980-01-01,1980-12-31
683,South America,North America,0.3548568464068254,1980-01-01,1980-12-31
684,Africa,Africa,0.024370593684371108,1981-01-01,1981-12-31
685,Africa,Asia,0.20866978207654288,1981-01-01,1981-12-31
686,Africa,Oceania,0.008784411204974576,1981-01-01,1981-12-31
687,Africa,Europe,0.619172110599308,1981-01-01,1981-12-31
688,Africa,North America,0.11885791515660855,1981-01-01,1981-12-31
689,Africa,South America,0.020145187278194882,1981-01-01,1981-12-31
690,Asia,Asia,0.5370472721232571,1981-01-01,1981-12-31
691,Asia,Africa,0.019303254785858027,1981-01-01,1981-12-31
692,Asia,Oceania,0.03710440780024743,1981-01-01,1981-12-31
693,Asia,Europe,0.21301964453812175,1981-01-01,1981-12-31
694,Asia,North America,0.1763159393736109,1981-01-01,1981-12-31
695,Asia,South America,0.017209481378904837,1981-01-01,1981-12-31
696,Oceania,Oceania,0.1019653849963918,1981-01-01,1981-12-31
697,Oceania,Africa,0.006552029856906537,1981-01-01,1981-12-31
698,Oceania,Asia,0.4089309914094458,1981-01-01,1981-12-31
699,Oceania,Europe,0.23382955541744113,1981-01-01,1981-12-31
700,Oceania,North America,0.24152044086304336,1981-01-01,1981-12-31
701,Oceania,South America,0.0072015974567714025,1981-01-01,1981-12-31
702,Europe,Europe,0.63550441475921,1981-01-01,1981-12-31
703,Europe,Africa,0.05915119441607606,1981-01-01,1981-12-31
704,Europe,Asia,0.16913058386208168,1981-01-01,1981-12-31
705,Europe,Oceania,0.007628769819444929,1981-01-01,1981-12-31
706,Europe,North America,0.10403636899078002,1981-01-01,1981-12-31
707,Europe,South America,0.024548668152407277,1981-01-01,1981-12-31
708,North America,North America,0.36836143982558617,1981-01-01,1981-12-31
709,North America,Africa,0.07114757898805564,1981-01-01,1981-12-31
710,North America,Asia,0.31470852514876047,1981-01-01,1981-12-31
711,North America,Oceania,0.010776573205168458,1981-01-01,1981-12-31
712,North America,Europe,0.19123277770943076,1981-01-01,1981-12-31
713,North America,South America,0.043773105122998514,1981-01-01,1981-12-31
714,South America,South America,0.15443190687576308,1981-01-01,1981-12-31
715,South America,Africa,0.026544365103501645,1981-01-01,1981-12-31
716,South America,Asia,0.21538198464813813,1981-01-01,1981-12-31
717,South America,Oceania,0.0037763946545447975,1981-01-01,1981-12-31
718,South America,Europe,0.2571503116106125,1981-01-01,1981-12-31
719,South America,North America,0.34271503710743983,1981-01-01,1981-12-31
720,Africa,Africa,0.02759800819034756,1982-01-01,1982-12-31
721,Africa,Asia,0.1829213525107541,1982-01-01,1982-12-31
722,Africa,Oceania,0.00831471813614727,1982-01-01,1982-12-31
723,Africa,Europe,0.637326920608807,1982-01-01,1982-12-31
724,Africa,North America,0.12579679823089865,1982-01-01,1982-12-31
725,Africa,South America,0.018042202323045445,1982-01-01,1982-12-31
726,Asia,Asia,0.516792471790173,1982-01-01,1982-12-31
727,Asia,Africa,0.01664068374734232,1982-01-01,1982-12-31
728,Asia,Oceania,0.03767692931602824,1982-01-01,1982-12-31
729,Asia,Europe,0.22744828578038723,1982-01-01,1982-12-31
730,Asia,North America,0.18399308620034735,1982-01-01,1982-12-31
731,Asia,South America,0.01744854316572186,1982-01-01,1982-12-31
732,Oceania,Oceania,0.09515331471571777,1982-01-01,1982-12-31
733,Oceania,Africa,0.005285430684565654,1982-01-01,1982-12-31
734,Oceania,Asia,0.4177907474962032,1982-01-01,1982-12-31
735,Oceania,Europe,0.25023264922716987,1982-01-01,1982-12-31
736,Oceania,North America,0.2245526903014431,1982-01-01,1982-12-31
737,Oceania,South America,0.006985167574900457,1982-01-01,1982-12-31
738,Europe,Europe,0.6578776159052692,1982-01-01,1982-12-31
739,Europe,Africa,0.060672569322643186,1982-01-01,1982-12-31
740,Europe,Asia,0.14786458291741206,1982-01-01,1982-12-31
741,Europe,Oceania,0.008086231281112953,1982-01-01,1982-12-31
742,Europe,North America,0.10211003156621858,1982-01-01,1982-12-31
743,Europe,South America,0.02338896900734402,1982-01-01,1982-12-31
744,North America,North America,0.38226515452228055,1982-01-01,1982-12-31
745,North America,Africa,0.04878505325824429,1982-01-01,1982-12-31
746,North America,Asia,0.3082304678727747,1982-01-01,1982-12-31
747,North America,Oceania,0.011204274157249705,1982-01-01,1982-12-31
748,North America,Europe,0.20657525840401295,1982-01-01,1982-12-31
749,North America,South America,0.04293979178543786,1982-01-01,1982-12-31
750,South America,South America,0.16243293485206284,1982-01-01,1982-12-31
751,South America,Africa,0.018423009154475888,1982-01-01,1982-12-31
752,South America,Asia,0.20643962148499523,1982-01-01,1982-12-31
753,South America,Oceania,0.004962050408355606,1982-01-01,1982-12-31
754,South America,Europe,0.254206676832528,1982-01-01,1982-12-31
755,South America,North America,0.35353570726758243,1982-01-01,1982-12-31
756,Africa,Africa,0.027660794509907674,1983-01-01,1983-12-31
757,Africa,Asia,0.1829516757059089,1983-01-01,1983-12-31
758,Africa,Oceania,0.0069167689782438264,1983-01-01,1983-12-31
759,Africa,Europe,0.6390569970064244,1983-01-01,1983-12-31
760,Africa,North America,0.11943107339176882,1983-01-01,1983-12-31
761,Africa,South America,0.023982690407746463,1983-01-01,1983-12-31
762,Asia,Asia,0.509923152584511,1983-01-01,1983-12-31
763,Asia,Africa,0.017965435103462855,1983-01-01,1983-12-31
764,Asia,Oceania,0.035525791975147554,1983-01-01,1983-12-31
765,Asia,Europe,0.227795291127343,1983-01-01,1983-12-31
766,Asia,North America,0.18543192642942707,1983-01-01,1983-12-31
767,Asia,South America,0.023358402780108502,1983-01-01,1983-12-31
768,Oceania,Oceania,0.10457875262577147,1983-01-01,1983-12-31
769,Oceania,Africa,0.005543333834614072,1983-01-01,1983-12-31
770,Oceania,Asia,0.40806908187880003,1983-01-01,1983-12-31
771,Oceania,Europe,0.2598103156210285,1983-01-01,1983-12-31
772,Oceania,North America,0.21430154587663575,1983-01-01,1983-12-31
773,Oceania,South America,0.007696970163150118,1983-01-01,1983-12-31
774,Europe,Europe,0.678943190017955,1983-01-01,1983-12-31
775,Europe,Africa,0.06082060370558794,1983-01-01,1983-12-31
776,Europe,Asia,0.127193344690186,1983-01-01,1983-12-31
777,Europe,Oceania,0.007527768129657006,1983-01-01,1983-12-31
778,Europe,North America,0.0986421268551901,1983-01-01,1983-12-31
779,Europe,South America,0.026872966601423957,1983-01-01,1983-12-31
780,North America,North America,0.3871134901442162,1983-01-01,1983-12-31
781,North America,Africa,0.041709170228328624,1983-01-01,1983-12-31
782,North America,Asia,0.3181804680719046,1983-01-01,1983-12-31
783,North America,Oceania,0.010017363648958777,1983-01-01,1983-12-31
784,North America,Europe,0.20038915968084886,1983-01-01,1983-12-31
785,North America,South America,0.042590348225742966,1983-01-01,1983-12-31
786,South America,South America,0.16123364783790195,1983-01-01,1983-12-31
787,South America,Africa,0.026482736900555234,1983-01-01,1983-12-31
788,South America,Asia,0.23562386390173304,1983-01-01,1983-12-31
789,South America,Oceania,0.0040640962830439265,1983-01-01,1983-12-31
790,South America,Europe,0.24654849961337555,1983-01-01,1983-12-31
791,South America,North America,0.3260471554633903,1983-01-01,1983-12-31
792,Africa,Africa,0.02796850143265725,1984-01-01,1984-12-31
793,Africa,Asia,0.188935337817733,1984-01-01,1984-12-31
794,Africa,Oceania,0.010270008766526287,1984-01-01,1984-12-31
795,Africa,Europe,0.6223695018041239,1984-01-01,1984-12-31
796,Africa,North America,0.12597713151225692,1984-01-01,1984-12-31
797,Africa,South America,0.024479518666702654,1984-01-01,1984-12-31
798,Asia,Asia,0.5153678228861905,1984-01-01,1984-12-31
799,Asia,Africa,0.017276322547804975,1984-01-01,1984-12-31
800,Asia,Oceania,0.03855791849782961,1984-01-01,1984-12-31
801,Asia,Europe,0.21649050097515904,1984-01-01,1984-12-31
802,Asia,North America,0.18987251369313302,1984-01-01,1984-12-31
803,Asia,South America,0.022434921399882818,1984-01-01,1984-12-31
804,Oceania,Oceania,0.10242902729750818,1984-01-01,1984-12-31
805,Oceania,Africa,0.0063436289255216745,1984-01-01,1984-12-31
806,Oceania,Asia,0.4099415502087683,1984-01-01,1984-12-31
807,Oceania,Europe,0.2547193599594385,1984-01-01,1984-12-31
808,Oceania,North America,0.21678256510261149,1984-01-01,1984-12-31
809,Oceania,South America,0.009783868506151804,1984-01-01,1984-12-31
810,Europe,Europe,0.6792451385128866,1984-01-01,1984-12-31
811,Europe,Africa,0.06328955696577102,1984-01-01,1984-12-31
812,Europe,Asia,0.12180188533831197,1984-01-01,1984-12-31
813,Europe,Oceania,0.007996223934234327,1984-01-01,1984-12-31
814,Europe,North America,0.10073881265826938,1984-01-01,1984-12-31
815,Europe,South America,0.026928382590526736,1984-01-01,1984-12-31
816,North America,North America,0.37826504634548924,1984-01-01,1984-12-31
817,North America,Africa,0.02899091043934189,1984-01-01,1984-12-31
818,North America,Asia,0.33834507192944396,1984-01-01,1984-12-31
819,North America,Oceania,0.009091383932899044,1984-01-01,1984-12-31
820,North America,Europe,0.2004922518242182,1984-01-01,1984-12-31
821,North America,South America,0.04481533552860766,1984-01-01,1984-12-31
822,South America,South America,0.18075858290832983,1984-01-01,1984-12-31
823,South America,Africa,0.03954443226902985,1984-01-01,1984-12-31
824,South America,Asia,0.1972006892950292,1984-01-01,1984-12-31
825,South America,Oceania,0.004408689683281016,1984-01-01,1984-12-31
826,South America,Europe,0.23904863758591652,1984-01-01,1984-12-31
827,South America,North America,0.33903896825841356,1984-01-01,1984-12-31
828,Africa,Africa,0.03728047710814412,1985-01-01,1985-12-31
829,Africa,Asia,0.16405237476810533,1985-01-01,1985-12-31
830,Africa,Oceania,0.010344702025369613,1985-01-01,1985-12-31
831,Africa,Europe,0.6413927734177176,1985-01-01,1985-12-31
832,Africa,North America,0.11887775266430878,1985-01-01,1985-12-31
833,Africa,South America,0.028051920016354554,1985-01-01,1985-12-31
834,Asia,Asia,0.5137417612144106,1985-01-01,1985-12-31
835,Asia,Africa,0.018947893481262735,1985-01-01,1985-12-31
836,Asia,Oceania,0.03999776906980082,1985-01-01,1985-12-31
837,Asia,Europe,0.22232007396918882,1985-01-01,1985-12-31
838,Asia,North America,0.18038481284175498,1985-01-01,1985-12-31
839,Asia,South America,0.024607689423582026,1985-01-01,1985-12-31
840,Oceania,Oceania,0.09387174195704875,1985-01-01,1985-12-31
841,Oceania,Africa,0.005927168946540549,1985-01-01,1985-12-31
842,Oceania,Asia,0.3831841537603328,1985-01-01,1985-12-31
843,Oceania,Europe,0.2835616794381196,1985-01-01,1985-12-31
844,Oceania,North America,0.22502263643536968,1985-01-01,1985-12-31
845,Oceania,South America,0.008432619462588583,1985-01-01,1985-12-31
846,Europe,Europe,0.6956872980846468,1985-01-01,1985-12-31
847,Europe,Africa,0.06412686622037898,1985-01-01,1985-12-31
848,Europe,Asia,0.11271692745413844,1985-01-01,1985-12-31
849,Europe,Oceania,0.008176678004530808,1985-01-01,1985-12-31
850,Europe,North America,0.092500561389444,1985-01-01,1985-12-31
851,Europe,South America,0.026791668846860954,1985-01-01,1985-12-31
852,North America,North America,0.3725186845104129,1985-01-01,1985-12-31
853,North America,Africa,0.023836684186277473,1985-01-01,1985-12-31
