Source,Target,timeset,weight
TUN,PRT,"<[1980, 1981]>",0.0004042895361542074
TUN,USA,"<[1980, 1981]>",0.029497692053460752
ARE,NLD,"<[1981, 1982]>",0.01446004795753216
ARE,PRT,"<[1981, 1982]>",0.014658300131001636
ARE,USA,"<[1981, 1982]>",0.0953383706744764
BHR,NLD,"<[1981, 1982]>",0.000593788476577222
BHR,PRT,"<[1981, 1982]>",5.1561464352643925e-06
BHR,USA,"<[1981, 1982]>",0.008273709824931188
DZA,NLD,"<[1981, 1982]>",0.012398331195619474
DZA,PRT,"<[1981, 1982]>",6.104377785757778e-05
DZA,USA,"<[1981, 1982]>",0.31594552027465356
EGY,NLD,"<[1981, 1982]>",0.010079947480637235
EGY,PRT,"<[1981, 1982]>",0.0010906691794980718
EGY,USA,"<[1981, 1982]>",0.07323963615535992
IRQ,NLD,"<[1981, 1982]>",0.0035345041772677738
IRQ,PRT,"<[1981, 1982]>",0.04490670877223369
IRQ,USA,"<[1981, 1982]>",0.018289872216257153
KWT,NLD,"<[1981, 1982]>",0.08147393902836343
KWT,USA,"<[1981, 1982]>",0.0069283387715246315
LBY,NLD,"<[1981, 1982]>",0.014704893192073739
LBY,PRT,"<[1981, 1982]>",0.00024988326128862475
LBY,USA,"<[1981, 1982]>",0.31044487236625007
QAT,NLD,"<[1981, 1982]>",0.1209185156038602
QAT,PRT,"<[1981, 1982]>",0.003519656352726415
QAT,USA,"<[1981, 1982]>",0.01979763252765329
SAU,NLD,"<[1981, 1982]>",0.04293740034318368
SAU,PRT,"<[1981, 1982]>",0.003978550993208384
SAU,USA,"<[1981, 1982]>",0.13502209873304227
SYR,NLD,"<[1981, 1982]>",8.54222031500488e-05
SYR,USA,"<[1981, 1982]>",0.04478455142371839
TUN,NLD,"<[1981, 1982]>",0.02748943220171229
TUN,PRT,"<[1981, 1982]>",0.0019773119723040114
TUN,USA,"<[1981, 1982]>",0.006977277423790716
ARE,NLD,"<[1982, 1983]>",0.020168134577028922
ARE,PRT,"<[1982, 1983]>",0.011819332939484988
ARE,USA,"<[1982, 1983]>",0.10319374296944919
BHR,NLD,"<[1982, 1983]>",0.0013243997584480454
BHR,PRT,"<[1982, 1983]>",0.0006544861918932889
BHR,USA,"<[1982, 1983]>",0.003951342085409693
DZA,NLD,"<[1982, 1983]>",0.06482911596145007
DZA,PRT,"<[1982, 1983]>",0.001024711109902241
DZA,USA,"<[1982, 1983]>",0.13220501565053955
EGY,NLD,"<[1982, 1983]>",0.01701402715781867
EGY,PRT,"<[1982, 1983]>",0.0006738623375755954
EGY,USA,"<[1982, 1983]>",0.11317523329474768
IRQ,NLD,"<[1982, 1983]>",0.014452047789112247
IRQ,PRT,"<[1982, 1983]>",0.040419422673204614
IRQ,USA,"<[1982, 1983]>",0.005312090994610193
KWT,NLD,"<[1982, 1983]>",0.06474007408933419
KWT,USA,"<[1982, 1983]>",0.003033031531482227
LBY,NLD,"<[1982, 1983]>",0.036059064606445375
LBY,PRT,"<[1982, 1983]>",0.00326673488052554
LBY,USA,"<[1982, 1983]>",0.03769217534012312
QAT,NLD,"<[1982, 1983]>",0.02755359211679092
QAT,PRT,"<[1982, 1983]>",0.03774181068148557
QAT,USA,"<[1982, 1983]>",0.022429756371661346
SAU,NLD,"<[1982, 1983]>",0.025395940404240303
SAU,PRT,"<[1982, 1983]>",0.0067752095764421795
SAU,USA,"<[1982, 1983]>",0.08349329484243365
SAU,ZAF,"<[1982, 1983]>",3.8130261500646387e-06
SYR,NLD,"<[1982, 1983]>",0.001859333065498963
SYR,USA,"<[1982, 1983]>",0.0023470652211067112
TUN,NLD,"<[1982, 1983]>",0.029832599467858923
TUN,PRT,"<[1982, 1983]>",0.005627223919878679
TUN,USA,"<[1982, 1983]>",0.03961629069823218
ARE,NLD,"<[1983, 1984]>",0.011222598148127252
ARE,PRT,"<[1983, 1984]>",0.010984960721792253
ARE,USA,"<[1983, 1984]>",0.026018122131126347
BHR,NLD,"<[1983, 1984]>",0.003533857592134947
BHR,USA,"<[1983, 1984]>",0.002483948534727834
DZA,NLD,"<[1983, 1984]>",0.06534250233203015
DZA,PRT,"<[1983, 1984]>",0.007689183212740334
DZA,USA,"<[1983, 1984]>",0.20153968922761453
EGY,NLD,"<[1983, 1984]>",0.017464605554686458
EGY,PRT,"<[1983, 1984]>",0.006722265992734982
EGY,USA,"<[1983, 1984]>",0.06792431445861127
IRQ,NLD,"<[1983, 1984]>",0.017092121020651874
IRQ,PRT,"<[1983, 1984]>",0.022468079466171943
IRQ,USA,"<[1983, 1984]>",0.0076374778475594395
KWT,NLD,"<[1983, 1984]>",0.10609253009179097
KWT,USA,"<[1983, 1984]>",0.006036095647523232
LBY,NLD,"<[1983, 1984]>",0.08070874664614283
LBY,PRT,"<[1983, 1984]>",0.0025283118576953463
LBY,USA,"<[1983, 1984]>",8.838264862180122e-06
QAT,NLD,"<[1983, 1984]>",0.021149805680315933
QAT,USA,"<[1983, 1984]>",0.003185692226506032
SAU,NLD,"<[1983, 1984]>",0.0108477589250139
SAU,PRT,"<[1983, 1984]>",0.008573093553684887
SAU,USA,"<[1983, 1984]>",0.0762560148130305
SYR,NLD,"<[1983, 1984]>",0.001388981908090626
SYR,PRT,"<[1983, 1984]>",0.0009827586801080875
SYR,USA,"<[1983, 1984]>",0.00194238694148725
TUN,NLD,"<[1983, 1984]>",0.028379318022974276
TUN,PRT,"<[1983, 1984]>",0.00020222494238864564
TUN,USA,"<[1983, 1984]>",0.013330336698577616
ARE,NLD,"<[1984, 1985]>",0.0016252430195655533
ARE,PRT,"<[1984, 1985]>",0.013100799023743422
ARE,USA,"<[1984, 1985]>",0.05303809720722644
BHR,NLD,"<[1984, 1985]>",0.006033476981115568
BHR,USA,"<[1984, 1985]>",0.10409274848960742
DZA,NLD,"<[1984, 1985]>",0.08715458078443816
DZA,PRT,"<[1984, 1985]>",0.01035795913842858
DZA,USA,"<[1984, 1985]>",0.12235929519008866
EGY,NLD,"<[1984, 1985]>",0.021703398674002807
EGY,PRT,"<[1984, 1985]>",0.000510026738542659
EGY,USA,"<[1984, 1985]>",0.04229079797921914
IRQ,NLD,"<[1984, 1985]>",0.029475656019789104
IRQ,PRT,"<[1984, 1985]>",0.023097775841081244
IRQ,USA,"<[1984, 1985]>",0.015738960042194217
KWT,NLD,"<[1984, 1985]>",0.11868075849109848
KWT,PRT,"<[1984, 1985]>",5.894940368498269e-06
KWT,USA,"<[1984, 1985]>",0.01542614886696253
KWT,ZWE,"<[1984, 1985]>",0.0033576867734537294
LBY,NLD,"<[1984, 1985]>",0.03869493208216509
LBY,PRT,"<[1984, 1985]>",0.0020810450975712455
LBY,USA,"<[1984, 1985]>",0.0002543015447849679
QAT,NLD,"<[1984, 1985]>",0.03964618758125329
QAT,USA,"<[1984, 1985]>",0.011182368589003885
SAU,NLD,"<[1984, 1985]>",0.01139978806766079
SAU,PRT,"<[1984, 1985]>",0.010791660190297743
SAU,USA,"<[1984, 1985]>",0.09688496091511803
SYR,NLD,"<[1984, 1985]>",0.0007268562677556395
SYR,PRT,"<[1984, 1985]>",0.004802717393116147
SYR,USA,"<[1984, 1985]>",0.00115607490560208
TUN,NLD,"<[1984, 1985]>",0.02618987774060736
TUN,PRT,"<[1984, 1985]>",0.001748571986376902
TUN,USA,"<[1984, 1985]>",0.01871641113350171
ARE,NLD,"<[1985, 1986]>",0.013567886196857538
ARE,PRT,"<[1985, 1986]>",0.012011113093364764
ARE,USA,"<[1985, 1986]>",0.035169170939852
BHR,NLD,"<[1985, 1986]>",0.004339851211088247
BHR,PRT,"<[1985, 1986]>",0.00492063841575724
BHR,USA,"<[1985, 1986]>",0.0963369831953025
DZA,NLD,"<[1985, 1986]>",0.07389966980798392
DZA,PRT,"<[1985, 1986]>",0.015304580798015112
DZA,USA,"<[1985, 1986]>",0.05831983033695817
EGY,NLD,"<[1985, 1986]>",0.015816340765094278
EGY,PRT,"<[1985, 1986]>",0.0009017793272931209
EGY,USA,"<[1985, 1986]>",0.017045156433355912
IRQ,NLD,"<[1985, 1986]>",0.027196098120384826
IRQ,PRT,"<[1985, 1986]>",0.024792737671192472
IRQ,USA,"<[1985, 1986]>",0.04941907071701895
KWT,NLD,"<[1985, 1986]>",0.15513238017918207
KWT,USA,"<[1985, 1986]>",0.012663274835633297
LBY,NLD,"<[1985, 1986]>",0.039598606750677806
LBY,PRT,"<[1985, 1986]>",0.0007602383090638591
LBY,USA,"<[1985, 1986]>",0.000552228673380032
QAT,NLD,"<[1985, 1986]>",0.03297787991001873
QAT,USA,"<[1985, 1986]>",0.007706133595193304
SAU,NLD,"<[1985, 1986]>",0.029275340170203674
SAU,PRT,"<[1985, 1986]>",0.013678190326826491
SAU,USA,"<[1985, 1986]>",0.06367573771725983
SYR,NLD,"<[1985, 1986]>",0.006140179089273652
SYR,PRT,"<[1985, 1986]>",0.0010120597460314923
SYR,USA,"<[1985, 1986]>",0.0018373774561033414
TUN,NLD,"<[1985, 1986]>",0.024891739854676374
TUN,PRT,"<[1985, 1986]>",0.0009616157597053472
TUN,USA,"<[1985, 1986]>",0.009069852949738227
ARE,NLD,"<[1986, 1987]>",0.0037270565550230005
ARE,PRT,"<[1986, 1987]>",0.01593983386836251
ARE,USA,"<[1986, 1987]>",0.037173394509493835
ARE,ZWE,"<[1986, 1987]>",4.642038789281521e-05
BHR,NLD,"<[1986, 1987]>",0.005102536569845166
BHR,PRT,"<[1986, 1987]>",0.0013866822132291793
BHR,USA,"<[1986, 1987]>",0.16307858145256973
DZA,NLD,"<[1986, 1987]>",0.05360550707067277
DZA,PRT,"<[1986, 1987]>",0.0136075685637431
DZA,USA,"<[1986, 1987]>",0.04731790758141044
EGY,NLD,"<[1986, 1987]>",0.009988204730645607
EGY,PRT,"<[1986, 1987]>",0.02670386115373947
EGY,USA,"<[1986, 1987]>",0.036645574263457326
EGY,ZAF,"<[1986, 1987]>",0.0006263664880183071
IRQ,NLD,"<[1986, 1987]>",0.04978475005274309
IRQ,PRT,"<[1986, 1987]>",0.021395367559227448
IRQ,USA,"<[1986, 1987]>",0.0672902046619367
IRQ,ZWE,"<[1986, 1987]>",6.248483713601107e-05
KWT,NLD,"<[1986, 1987]>",0.10646229848547094
KWT,USA,"<[1986, 1987]>",0.04720335758724795
LBY,NLD,"<[1986, 1987]>",0.017695528017757495
LBY,PRT,"<[1986, 1987]>",0.004307799973203364
LBY,USA,"<[1986, 1987]>",0.0002224527619491318
QAT,NLD,"<[1986, 1987]>",0.029422212954797224
QAT,PRT,"<[1986, 1987]>",0.020400583044197916
QAT,USA,"<[1986, 1987]>",0.034758935088164536
QAT,ZWE,"<[1986, 1987]>",0.00046879778068071974
SAU,NLD,"<[1986, 1987]>",0.04785471888197097
SAU,PRT,"<[1986, 1987]>",0.005457853602336419
SAU,USA,"<[1986, 1987]>",0.16202112479936856
SYR,NLD,"<[1986, 1987]>",0.006964385414404565
SYR,USA,"<[1986, 1987]>",0.0025388353644071313
TUN,NLD,"<[1986, 1987]>",0.030060490184738702
TUN,PRT,"<[1986, 1987]>",0.0002658241675088259
TUN,USA,"<[1986, 1987]>",0.006313610642808943
ARE,NLD,"<[1987, 1988]>",0.010824234883650728
ARE,PRT,"<[1987, 1988]>",0.012751283558676113
ARE,USA,"<[1987, 1988]>",0.06459238496909583
BHR,NLD,"<[1987, 1988]>",0.005666423802524051
BHR,PRT,"<[1987, 1988]>",0.0006857698234523481
BHR,USA,"<[1987, 1988]>",0.12058766655212738
DZA,NLD,"<[1987, 1988]>",0.10198962015533525
DZA,PRT,"<[1987, 1988]>",0.010389960632339079
DZA,USA,"<[1987, 1988]>",0.04405381071514469
EGY,NLD,"<[1987, 1988]>",0.012898841570673482
EGY,PRT,"<[1987, 1988]>",0.06187604682277216
EGY,USA,"<[1987, 1988]>",0.11598617279164823
EGY,ZWE,"<[1987, 1988]>",8.25687882850753e-05
IRQ,NLD,"<[1987, 1988]>",0.024616044664397964
IRQ,PRT,"<[1987, 1988]>",0.014029444660482957
IRQ,USA,"<[1987, 1988]>",0.053544197645925606
KWT,NLD,"<[1987, 1988]>",0.1105449965913179
KWT,USA,"<[1987, 1988]>",0.08417475388917708
LBY,NLD,"<[1987, 1988]>",0.016681160197599586
LBY,PRT,"<[1987, 1988]>",0.0006497780101842314
QAT,NLD,"<[1987, 1988]>",0.0013419194005034464
QAT,USA,"<[1987, 1988]>",0.002080500230524329
SAU,NLD,"<[1987, 1988]>",0.042764554086264575
SAU,PRT,"<[1987, 1988]>",0.010633918728632622
SAU,USA,"<[1987, 1988]>",0.1815856789257455
SYR,NLD,"<[1987, 1988]>",0.06555871809464098
SYR,PRT,"<[1987, 1988]>",0.0009753707845821232
SYR,USA,"<[1987, 1988]>",0.016843721333660792
TUN,NLD,"<[1987, 1988]>",0.028061021107015003
TUN,PRT,"<[1987, 1988]>",0.004008312237667578
TUN,USA,"<[1987, 1988]>",0.021472697945488874
ARE,NLD,"<[1988, 1989]>",0.004928707734458195
ARE,PRT,"<[1988, 1989]>",0.002519568801142718
ARE,USA,"<[1988, 1989]>",0.05215078717477906
BHR,NLD,"<[1988, 1989]>",0.008418886856909781
BHR,PRT,"<[1988, 1989]>",0.0002771250694832563
BHR,USA,"<[1988, 1989]>",0.12442197686977692
DZA,NLD,"<[1988, 1989]>",0.09129254349108158
DZA,PRT,"<[1988, 1989]>",0.011613755374496148
DZA,USA,"<[1988, 1989]>",0.035762977920983575
DZA,ZWE,"<[1988, 1989]>",0.000677687747007778
EGY,NLD,"<[1988, 1989]>",0.012682505900158514
EGY,PRT,"<[1988, 1989]>",0.022017644782101952
EGY,USA,"<[1988, 1989]>",0.06518613227230355
EGY,ZWE,"<[1988, 1989]>",0.0012437347105072978
IRQ,NLD,"<[1988, 1989]>",0.023079728992349537
IRQ,PRT,"<[1988, 1989]>",0.016365407648439054
IRQ,USA,"<[1988, 1989]>",0.16721626209925397
KWT,NLD,"<[1988, 1989]>",0.14440738237494977
KWT,PRT,"<[1988, 1989]>",1.666128666262861e-06
KWT,USA,"<[1988, 1989]>",0.09931436278224773
LBY,NLD,"<[1988, 1989]>",0.008848710051552647
LBY,PRT,"<[1988, 1989]>",0.0020052701711556005
QAT,NLD,"<[1988, 1989]>",0.001118325556680676
QAT,USA,"<[1988, 1989]>",0.00022577362612418984
SAU,NLD,"<[1988, 1989]>",0.03253789473762358
SAU,PRT,"<[1988, 1989]>",0.008495783948975547
SAU,USA,"<[1988, 1989]>",0.228936000882519
SYR,NLD,"<[1988, 1989]>",0.012639222538501707
SYR,PRT,"<[1988, 1989]>",0.0032652047304611792
SYR,USA,"<[1988, 1989]>",0.05037475077277618
TUN,NLD,"<[1988, 1989]>",0.024127547211919165
TUN,PRT,"<[1988, 1989]>",0.0006651528532929502
TUN,USA,"<[1988, 1989]>",0.011363806400456427
ARE,NLD,"<[1989, 1990]>",0.007669534749975185
ARE,PRT,"<[1989, 1990]>",0.011621838984683006
ARE,USA,"<[1989, 1990]>",0.05012737536582745
BHR,NLD,"<[1989, 1990]>",0.010094906488282703
BHR,PRT,"<[1989, 1990]>",0.004904079525875357
BHR,USA,"<[1989, 1990]>",0.09743012651915461
DZA,NLD,"<[1989, 1990]>",0.09019227871404088
DZA,PRT,"<[1989, 1990]>",0.013269139668077114
DZA,USA,"<[1989, 1990]>",0.03452056741215372
DZA,ZWE,"<[1989, 1990]>",5.6922312083038816e-05
EGY,NLD,"<[1989, 1990]>",0.013296322516787043
EGY,PRT,"<[1989, 1990]>",0.02496154049904644
EGY,USA,"<[1989, 1990]>",0.03760341613451431
EGY,ZWE,"<[1989, 1990]>",0.00039101191954125746
IRQ,NLD,"<[1989, 1990]>",0.05289732659525574
IRQ,PRT,"<[1989, 1990]>",0.01186286956324416
IRQ,USA,"<[1989, 1990]>",0.19195477264142485
KWT,NLD,"<[1989, 1990]>",0.11394734609804315
KWT,PRT,"<[1989, 1990]>",7.084296359792934e-07
KWT,USA,"<[1989, 1990]>",0.14167092164631215
LBY,NLD,"<[1989, 1990]>",0.024409051313100217
LBY,PRT,"<[1989, 1990]>",0.001006317767929706
QAT,NLD,"<[1989, 1990]>",0.0005563273477881133
QAT,PRT,"<[1989, 1990]>",0.007071622169222922
QAT,USA,"<[1989, 1990]>",0.02025821875206384
QAT,ZWE,"<[1989, 1990]>",0.00018985950715696122
SAU,NLD,"<[1989, 1990]>",0.04204820994457244
SAU,PRT,"<[1989, 1990]>",0.0059298643784031066
SAU,USA,"<[1989, 1990]>",0.24486846763488648
SYR,NLD,"<[1989, 1990]>",0.0015328901708108415
SYR,PRT,"<[1989, 1990]>",0.0011516395390092913
SYR,USA,"<[1989, 1990]>",0.025519185487229656
TUN,NLD,"<[1989, 1990]>",0.018133907153935917
TUN,PRT,"<[1989, 1990]>",0.0007734820586702342
TUN,USA,"<[1989, 1990]>",0.017537407891293762
ARE,NLD,"<[1990, 1991]>",0.01455140949149012
ARE,PRT,"<[1990, 1991]>",0.004405465267355963
ARE,USA,"<[1990, 1991]>",0.04622203586050848
BHR,NLD,"<[1990, 1991]>",0.00780580139115004
BHR,PRT,"<[1990, 1991]>",0.0005934383612114695
BHR,USA,"<[1990, 1991]>",0.09164649234326164
DZA,NLD,"<[1990, 1991]>",0.10354621167673622
DZA,PRT,"<[1990, 1991]>",0.02434103496070734
DZA,USA,"<[1990, 1991]>",0.035151086571068246
DZA,ZWE,"<[1990, 1991]>",0.00025455536647285386
EGY,NLD,"<[1990, 1991]>",0.015794446541170463
EGY,PRT,"<[1990, 1991]>",0.03433469054568907
EGY,USA,"<[1990, 1991]>",0.06862606130966328
IRQ,NLD,"<[1990, 1991]>",0.09874546721796991
IRQ,PRT,"<[1990, 1991]>",0.014962709466682718
IRQ,USA,"<[1990, 1991]>",0.14275800680681336
KWT,NLD,"<[1990, 1991]>",0.13766912444152296
KWT,PRT,"<[1990, 1991]>",2.377493662395021e-05
KWT,USA,"<[1990, 1991]>",0.11618490440173386
LBY,NLD,"<[1990, 1991]>",0.009239467734110086
LBY,PRT,"<[1990, 1991]>",0.004077621978347429
QAT,NLD,"<[1990, 1991]>",0.000454096151919507
QAT,PRT,"<[1990, 1991]>",0.0027355092505703064
QAT,USA,"<[1990, 1991]>",0.014740456640817936
QAT,ZWE,"<[1990, 1991]>",7.729351047498865e-05
SAU,NLD,"<[1990, 1991]>",0.033277697202282144
SAU,PRT,"<[1990, 1991]>",0.006139805190396242
SAU,USA,"<[1990, 1991]>",0.26321776170633987
SAU,ZWE,"<[1990, 1991]>",5.356575723878069e-06
SYR,NLD,"<[1990, 1991]>",0.0012562613768679612
SYR,PRT,"<[1990, 1991]>",0.0009628798096223291
SYR,USA,"<[1990, 1991]>",0.007400344923832059
TUN,NLD,"<[1990, 1991]>",0.02089722844810359
TUN,PRT,"<[1990, 1991]>",0.002078952145533616
TUN,USA,"<[1990, 1991]>",0.007026949321777474
ARE,NLD,"<[1991, 1992]>",0.009335217405837168
ARE,PRT,"<[1991, 1992]>",0.003901512204660398
ARE,USA,"<[1991, 1992]>",0.03533964739239063
ARE,ZWE,"<[1991, 1992]>",6.967204533775691e-06
BHR,NLD,"<[1991, 1992]>",0.0032552038887270927
BHR,PRT,"<[1991, 1992]>",0.0003625388057334244
BHR,USA,"<[1991, 1992]>",0.06371338570914357
DZA,NLD,"<[1991, 1992]>",0.07328394789325522
DZA,PRT,"<[1991, 1992]>",0.014546931401820182
DZA,USA,"<[1991, 1992]>",0.02045347993191099
EGY,NLD,"<[1991, 1992]>",0.026408612621976652
EGY,PRT,"<[1991, 1992]>",0.03945010865208684
EGY,USA,"<[1991, 1992]>",0.0488558215913347
EGY,ZAF,"<[1991, 1992]>",4.637295208560585e-05
IRQ,USA,"<[1991, 1992]>",0.015316859389887676
KWT,NLD,"<[1991, 1992]>",0.016002412791553358
KWT,PRT,"<[1991, 1992]>",0.00022869958689410454
KWT,USA,"<[1991, 1992]>",0.05224257205524605
LBY,NLD,"<[1991, 1992]>",0.008149956304603792
LBY,PRT,"<[1991, 1992]>",0.007538626093292456
QAT,NLD,"<[1991, 1992]>",8.417937031210853e-05
QAT,PRT,"<[1991, 1992]>",4.7420718834467336e-05
QAT,USA,"<[1991, 1992]>",0.008586931778140608
QAT,ZWE,"<[1991, 1992]>",0.0004804659929876739
SAU,NLD,"<[1991, 1992]>",0.053113416221194774
SAU,PRT,"<[1991, 1992]>",0.003924207729253558
SAU,USA,"<[1991, 1992]>",0.22113271930452377
SAU,ZAF,"<[1991, 1992]>",5.061972756534659e-05
SAU,ZWE,"<[1991, 1992]>",5.01284108065936e-05
SYR,NLD,"<[1991, 1992]>",0.008291305349777928
SYR,PRT,"<[1991, 1992]>",0.0017613264435160458
SYR,USA,"<[1991, 1992]>",0.012137030963273477
TUN,NLD,"<[1991, 1992]>",0.020881257307320794
TUN,PRT,"<[1991, 1992]>",0.0014960705074550317
TUN,USA,"<[1991, 1992]>",0.005167592995797494
ARE,NLD,"<[1992, 1993]>",0.010477539820984889
ARE,PRT,"<[1992, 1993]>",0.002467438413336349
ARE,USA,"<[1992, 1993]>",0.04214893166121861
ARE,ZAF,"<[1992, 1993]>",8.508964497827676e-05
ARE,ZWE,"<[1992, 1993]>",1.513047417098063e-05
BHR,NLD,"<[1992, 1993]>",0.017101442324988378
BHR,USA,"<[1992, 1993]>",0.07061946271945756
DZA,NLD,"<[1992, 1993]>",0.0761381250034566
DZA,PRT,"<[1992, 1993]>",0.01631431639884968
DZA,USA,"<[1992, 1993]>",0.0736596219170084
EGY,NLD,"<[1992, 1993]>",0.01407082744131415
EGY,PRT,"<[1992, 1993]>",0.05203251577416584
EGY,USA,"<[1992, 1993]>",0.0799669751593706
EGY,ZAF,"<[1992, 1993]>",0.0004118902818897192
EGY,ZWE,"<[1992, 1993]>",0.0001069217978133417
IRQ,NLD,"<[1992, 1993]>",0.00043374145272563706
KWT,NLD,"<[1992, 1993]>",0.07534290683193201
KWT,USA,"<[1992, 1993]>",0.06737187779548852
KWT,ZAF,"<[1992, 1993]>",6.763221122438459e-05
LBY,NLD,"<[1992, 1993]>",0.009591350167248231
LBY,PRT,"<[1992, 1993]>",0.006708016469260154
QAT,NLD,"<[1992, 1993]>",0.0005276085122692942
QAT,USA,"<[1992, 1993]>",0.019875212366356382
SAU,NLD,"<[1992, 1993]>",0.0425859508231104
SAU,PRT,"<[1992, 1993]>",0.0029827836448405825
SAU,USA,"<[1992, 1993]>",0.22951771539829632
SAU,ZAF,"<[1992, 1993]>",0.00010621025212092809
SAU,ZWE,"<[1992, 1993]>",2.9291035775423194e-06
SYR,NLD,"<[1992, 1993]>",0.0010657785899801453
SYR,PRT,"<[1992, 1993]>",0.0009053969704373816
SYR,USA,"<[1992, 1993]>",0.003939468675763177
TUN,NLD,"<[1992, 1993]>",0.026406083299680323
TUN,PRT,"<[1992, 1993]>",0.0010483644784563576
TUN,USA,"<[1992, 1993]>",0.009562474849344792
TUN,ZAF,"<[1992, 1993]>",0.00019296579224744974
ARE,NLD,"<[1993, 1994]>",0.005991730384453225
ARE,PRT,"<[1993, 1994]>",8.169506516393932e-05
ARE,USA,"<[1993, 1994]>",0.04076322430112671
ARE,ZAF,"<[1993, 1994]>",0.0004420493189973305
ARE,ZWE,"<[1993, 1994]>",4.546352473705186e-05
BHR,NLD,"<[1993, 1994]>",0.01596435448338025
BHR,USA,"<[1993, 1994]>",0.07917788146211993
BHR,ZAF,"<[1993, 1994]>",0.00011642546919286925
DZA,NLD,"<[1993, 1994]>",0.08914426860763422
DZA,PRT,"<[1993, 1994]>",0.03000273809263544
DZA,USA,"<[1993, 1994]>",0.03533067101806679
EGY,NLD,"<[1993, 1994]>",0.01165999118243829
EGY,PRT,"<[1993, 1994]>",0.019308283647905152
EGY,USA,"<[1993, 1994]>",0.12734229934544164
EGY,ZAF,"<[1993, 1994]>",0.00024924704342076104
EGY,ZWE,"<[1993, 1994]>",0.00010074305715523437
KWT,NLD,"<[1993, 1994]>",0.16362854317923378
KWT,PRT,"<[1993, 1994]>",0.00022306614765659424
KWT,USA,"<[1993, 1994]>",0.23900545913683485
KWT,ZAF,"<[1993, 1994]>",4.834981946526687e-05
LBY,NLD,"<[1993, 1994]>",0.002692313262873055
LBY,PRT,"<[1993, 1994]>",0.021274141801376458
QAT,NLD,"<[1993, 1994]>",0.0006513606441367041
QAT,USA,"<[1993, 1994]>",0.020234864865359154
SAU,NLD,"<[1993, 1994]>",0.03681766492128668
SAU,PRT,"<[1993, 1994]>",0.004896351396791825
SAU,USA,"<[1993, 1994]>",0.17861476115173067
SAU,ZAF,"<[1993, 1994]>",0.0002441158926991849
SAU,ZWE,"<[1993, 1994]>",4.3955181090635483e-05
SYR,NLD,"<[1993, 1994]>",0.0016160231663758665
SYR,PRT,"<[1993, 1994]>",0.008511720861281347
SYR,USA,"<[1993, 1994]>",0.03672540670049675
TUN,NLD,"<[1993, 1994]>",0.03153432980782388
TUN,PRT,"<[1993, 1994]>",0.002031202976278418
TUN,USA,"<[1993, 1994]>",0.009037665211782389
TUN,ZAF,"<[1993, 1994]>",7.548567391506821e-05
ARE,NLD,"<[1994, 1995]>",0.003044371157587309
ARE,PRT,"<[1994, 1995]>",7.944645114955695e-05
ARE,USA,"<[1994, 1995]>",0.023340962931559617
ARE,ZAF,"<[1994, 1995]>",0.0011437898785851234
ARE,ZWE,"<[1994, 1995]>",5.187357924117619e-05
BHR,NLD,"<[1994, 1995]>",0.013168916664064566
BHR,USA,"<[1994, 1995]>",0.10010197512704845
BHR,ZAF,"<[1994, 1995]>",0.0005424214478776837
DZA,NLD,"<[1994, 1995]>",0.06862535433886487
DZA,PRT,"<[1994, 1995]>",0.021959764409516552
DZA,USA,"<[1994, 1995]>",0.03525003125237235
EGY,NLD,"<[1994, 1995]>",0.007215952813069932
EGY,PRT,"<[1994, 1995]>",0.026827187310031017
EGY,USA,"<[1994, 1995]>",0.10269480546486909
EGY,ZAF,"<[1994, 1995]>",0.0006022903954447721
EGY,ZWE,"<[1994, 1995]>",6.229617181103422e-05
IRQ,PRT,"<[1994, 1995]>",0.0003932136684839278
KWT,NLD,"<[1994, 1995]>",0.12607245748366278
KWT,USA,"<[1994, 1995]>",0.2122781709167225
KWT,ZAF,"<[1994, 1995]>",3.0340198454437072e-05
KWT,ZWE,"<[1994, 1995]>",1.740107192602392e-05
LBY,NLD,"<[1994, 1995]>",0.001292682462414524
LBY,PRT,"<[1994, 1995]>",0.008265427827510271
LBY,ZWE,"<[1994, 1995]>",2.9639678345952776e-05
QAT,NLD,"<[1994, 1995]>",3.438569253238223e-05
QAT,USA,"<[1994, 1995]>",0.02502243937348018
SAU,NLD,"<[1994, 1995]>",0.04650469484769751
SAU,PRT,"<[1994, 1995]>",0.007365059112501786
SAU,USA,"<[1994, 1995]>",0.1891237853958096
SAU,ZAF,"<[1994, 1995]>",0.00023441896913639341
SYR,NLD,"<[1994, 1995]>",0.0033078295757415967
SYR,PRT,"<[1994, 1995]>",0.006201558735536049
SYR,USA,"<[1994, 1995]>",0.010959734602926758
SYR,ZAF,"<[1994, 1995]>",0.00012713215663526966
TUN,NLD,"<[1994, 1995]>",0.028552089299577456
TUN,PRT,"<[1994, 1995]>",0.0031501292890772073
TUN,USA,"<[1994, 1995]>",0.009139406265691753
TUN,ZAF,"<[1994, 1995]>",0.0002998367458187832
ARE,NLD,"<[1995, 1996]>",0.0032866392586040987
ARE,PRT,"<[1995, 1996]>",4.8507888774903834e-05
ARE,USA,"<[1995, 1996]>",0.018165524429415065
ARE,ZAF,"<[1995, 1996]>",0.003311179366426386
ARE,ZWE,"<[1995, 1996]>",4.870523637242156e-05
BHR,NLD,"<[1995, 1996]>",0.01695340951486047
BHR,PRT,"<[1995, 1996]>",0.0009318746366050427
